lalvoterid,transaction_id,contribution_date,amount,memo_text_description
LALDC174760900,SA11AI_325592401,2020-10-14,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174807717,SA11AI_204446311,2020-01-31,7.7700000000000005,Earmarked for BERNIE 2020 (C00696948)
LALDC174807717,SA11AI_208017086,2020-02-11,3.3299999999999996,Earmarked for BERNIE 2020 (C00696948)
LALDC174872835,SA11AI_214737435,2020-02-29,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174872835,SA11AI_321380454,2020-10-10,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174872835,SA11AI_283871917,2020-08-25,2.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174872835,SA11AI_344902864,2020-11-02,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174872835,SA11AI_338818878,2020-10-28,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174872835,SA11AI_331821296,2020-10-21,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174872835,SA11AI_335146199,2020-10-25,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174872835,SA11AI_342110197,2020-10-31,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174872835,SA11AI_324285950,2020-10-13,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174872835,SA11AI_338082009,2020-10-27,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174872835,SA11AI_336510059,2020-10-26,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174872835,SA11AI_331836197,2020-10-21,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174872835,SA11AI_334203549,2020-10-24,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174950309,SA11AI_277229014,2020-08-13,2800,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175014242,SA11AI_267070311,2020-07-17,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455562712,SA11AI_252236591,2020-06-07,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506001737,SA11AI_319992255,2020-10-08,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506027665,SA11AI_236866260,2020-05-24,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174650867,SA11AI_274964574,2020-08-09,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174650867,SA11AI_198752448,2020-01-08,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174681067,SA11AI_282911859,2020-08-23,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174681067,SA11AI_286078703,2020-08-29,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174681067,SA11AI_284939027,2020-08-27,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174681067,SA11AI_322190239,2020-10-11,200,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174681067,SA11AI_344284184,2020-11-02,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174681067,SA11AI_280936702,2020-08-19,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174681067,SA11AI_278456693,2020-08-15,12.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174681067,SA11AI_336650679,2020-10-26,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174708117,SA11AI_287758228,2020-08-31,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174708117,SA11AI_287754164,2020-08-31,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174758907,SA11AI_214819480,2020-02-29,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174774800,SA11AI_284785392,2020-08-27,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174774800,SA11AI_281935951,2020-08-21,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174810867,SA11AI_270760911,2020-07-29,2800,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175040299,SA11AI_250801159,2020-06-05,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175040299,SA11AI_262131139,2020-06-30,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175040299,SA11AI_285084582,2020-08-27,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455588548,SA11AI_277327619,2020-08-13,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC505984624,SA11AI_283920044,2020-08-25,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC505984624,SA11AI_278719463,2020-08-15,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548083441,SA11AI_338661605,2020-10-28,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548083441,SA11AI_319298866,2020-10-07,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC551194639,SA11AI_335192774,2020-10-25,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174685040,SA11AI_317778832,2020-10-06,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174700300,SA11AI_271888157,2020-07-31,35,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174806942,SA11AI_325470234,2020-10-14,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174806942,SA11AI_261232914,2020-06-29,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174858481,SA11AI_274484708,2020-08-07,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174858481,SA11AI_332151245,2020-10-22,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174890158,SA11AI_335157211,2020-10-25,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174890158,SA11AI_325480952,2020-10-14,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC486517925,SA11AI_287847545,2020-08-31,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC519087636,SA11AI_245704751,2020-06-02,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537040717,SA11AI_281228538,2020-08-20,1000,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC551202022,SA11AI_247530871,2020-06-03,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174700607,SA11AI_207849478,2020-02-11,6,Earmarked for BERNIE 2020 (C00696948)
LALDC175010839,SA11AI_242554162,2020-06-02,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175010839,SA11AI_261683085,2020-06-30,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175010839,SA11AI_278441011,2020-08-15,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175014180,SA11AI_321167900,2020-10-10,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175014180,SA11AI_315539601,2020-10-03,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175014180,SA11AI_286306811,2020-08-29,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409349016,SA11AI_280467996,2020-08-19,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC440799679,SA11AI_277570852,2020-08-13,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC440799679,SA11AI_337900220,2020-10-27,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC440799679,SA11AI_229128798,2020-04-23,125,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC440799679,SA11AI_249438675,2020-06-04,62.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC440799679,SA11AI_256724608,2020-06-16,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC440799679,SA11AI_239759465,2020-05-31,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455589374,SA11AI_208313035,2020-02-12,50,Earmarked for BERNIE 2020 (C00696948)
LALDC455589374,SA11AI_212001396,2020-02-22,25,Earmarked for BERNIE 2020 (C00696948)
LALDC455589374,SA11AI_212351381,2020-02-24,40,Earmarked for BERNIE 2020 (C00696948)
LALDC455589374,SA11AI_202139923,2020-01-24,40,Earmarked for BERNIE 2020 (C00696948)
LALDC471467102,SA11AI_287213363,2020-08-31,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC471467102,SA11AI_275083713,2020-08-09,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC551199847,SA11AI_319640907,2020-10-08,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563353131,SA11AI_238033414,2020-05-29,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563353131,SA11AI_229540444,2020-04-24,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582477333,SA11AI_285079340,2020-08-27,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582477333,SA11AI_315259121,2020-10-02,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582477333,SA11AI_285638475,2020-08-28,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582477333,SA11AI_285637318,2020-08-28,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582480295,SA11AI_227279153,2020-04-15,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582480295,SA11AI_282991703,2020-08-23,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174635153,SA11AI_279697925,2020-08-17,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656139,SA11AI_329742541,2020-10-19,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656139,SA11AI_344714690,2020-11-02,12.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656139,SA11AI_204284130,2020-01-31,5,Earmarked for BERNIE 2020 (C00696948)
LALDC174656139,SA11AI_212127922,2020-02-23,5,Earmarked for BERNIE 2020 (C00696948)
LALDC174656139,SA11AI_208529672,2020-02-12,10,Earmarked for BERNIE 2020 (C00696948)
LALDC174656139,SA11AI_340381471,2020-10-29,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656139,SA11AI_209624756,2020-02-16,15,Earmarked for BERNIE 2020 (C00696948)
LALDC174656139,SA11AI_210195217,2020-02-18,15,Earmarked for BERNIE 2020 (C00696948)
LALDC174656139,SA11AI_336818632,2020-10-26,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656139,SA11AI_214107742,2020-02-28,10,Earmarked for BERNIE 2020 (C00696948)
LALDC174656139,SA11AI_343943388,2020-11-01,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656139,SA11AI_335744096,2020-10-25,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656139,SA11AI_201583894,2020-01-21,10,Earmarked for BERNIE 2020 (C00696948)
LALDC174656139,SA11AI_328892373,2020-10-18,12,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_266684674,2020-07-16,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_276352739,2020-08-12,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_273454459,2020-08-05,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_262325835,2020-07-01,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_255738927,2020-06-13,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_286991565,2020-08-30,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_270597639,2020-07-29,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_268288938,2020-07-22,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_259115976,2020-06-23,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_257051722,2020-06-17,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_319728126,2020-10-08,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_257481340,2020-06-18,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_266248370,2020-07-15,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_264255415,2020-07-08,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174692718,SA11AI_259451135,2020-06-24,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174800498,SA11AI_277496897,2020-08-13,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174931559,SA11AI_315919425,2020-10-03,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409304168,SA11AI_333342130,2020-10-23,18,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409347068,SA11AI_340188840,2020-10-29,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409347068,SA11AI_269670573,2020-07-26,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409347068,SA11AI_324966179,2020-10-14,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409347068,SA11AI_262474607,2020-07-01,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409348916,SA11AI_338853904,2020-10-28,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409348916,SA11AI_276445501,2020-08-12,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537039221,SA11AI_328724648,2020-10-18,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537039221,SA11AI_328724998,2020-10-18,7,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537039221,SA11AI_287490902,2020-08-31,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174623493,SA11AI_251533568,2020-06-06,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174647308,SA11AI_337371201,2020-10-27,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174647308,SA11AI_277451016,2020-08-13,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174647308,SA11AI_323585572,2020-10-13,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174647308,SA11AI_330293317,2020-10-20,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174898983,SA11AI_332767576,2020-10-22,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174898983,SA11AI_227093886,2020-04-15,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174931844,SA11AI_240075197,2020-06-01,2,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174931844,SA11AI_235329462,2020-05-18,2,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174931844,SA11AI_236922999,2020-05-25,2,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409340282,SA11AI_281365029,2020-08-20,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409340282,SA11AI_260954333,2020-06-28,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455572600,SA11AI_340276669,2020-10-29,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475450435,SA11AI_211989413,2020-02-22,100,Earmarked for BERNIE 2020 (C00696948)
LALDC475450435,SA11AI_214638053,2020-02-29,27,Earmarked for BERNIE 2020 (C00696948)
LALDC475450435,SA11AI_325646890,2020-10-14,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475450435,SA11AI_213665806,2020-02-27,10,Earmarked for BERNIE 2020 (C00696948)
LALDC537052636,SA11AI_326643783,2020-10-15,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537052636,SA11AI_335263808,2020-10-25,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537052636,SA11AI_330931891,2020-10-20,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537055704,SA11AI_336084649,2020-10-26,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548089952,SA11AI_246874489,2020-06-03,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174634554,SA11AI_317112941,2020-10-05,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174684503,SA11AI_210142019,2020-02-18,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174689249,SA11AI_334186695,2020-10-24,30,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174689249,SA11AI_278792807,2020-08-15,30,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174716970,SA11AI_261231452,2020-06-29,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174716970,SA11AI_255289235,2020-06-12,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174716970,SA11AI_285572591,2020-08-28,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174813225,SA11AI_318657525,2020-10-07,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174885047,SA11AI_319641030,2020-10-08,200,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174885047,SA11AI_336307538,2020-10-26,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174885047,SA11AI_336306422,2020-10-26,200,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174893306,SA11AI_327597193,2020-10-16,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175005988,SA11AI_236130794,2020-05-21,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175064688,SA11AI_326456894,2020-10-15,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175064688,SA11AI_287314930,2020-08-31,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409320425,SA11AI_215056173,2020-02-29,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455576896,SA11AI_239036932,2020-05-31,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475455260,SA11AI_329349760,2020-10-19,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475455260,SA11AI_344164967,2020-11-02,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475455260,SA11AI_322653900,2020-10-12,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475455260,SA11AI_286293019,2020-08-29,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475455260,SA11AI_335958206,2020-10-26,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475455260,SA11AI_316891701,2020-10-05,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC486524177,SA11AI_225198930,2020-04-06,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506016182,SA11AI_343305346,2020-11-01,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506016182,SA11AI_286704667,2020-08-30,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC519085969,SA11AI_320001788,2020-10-08,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC519092594,SA11AI_286194306,2020-08-29,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC551199234,SA11AI_342808784,2020-10-31,59,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174628382,SA11AI_341373740,2020-10-30,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174628382,SA11AI_330303138,2020-10-20,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174638259,SA11AI_317920274,2020-10-06,12.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174638259,SA11AI_282104446,2020-08-21,12.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174655834,SA11AI_232494090,2020-05-06,2800,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174697943,SA11AI_259338566,2020-06-23,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174722550,SA11AI_321520860,2020-10-10,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174722550,SA11AI_324121561,2020-10-13,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174753213,SA11AI_277970446,2020-08-14,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174769988,SA11AI_336548690,2020-10-26,12.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174778994,SA11AI_339156692,2020-10-28,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174778994,SA11AI_341539944,2020-10-30,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174792347,SA11AI_207155436,2020-02-08,2.7000000000000002,Earmarked for BERNIE 2020 (C00696948)
LALDC174792347,SA11AI_200267934,2020-01-15,2.7000000000000002,Earmarked for BERNIE 2020 (C00696948)
LALDC174795738,SA11AI_333851586,2020-10-23,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174795738,SA11AI_323742829,2020-10-13,12,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174808451,SA11AI_233794443,2020-05-11,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174826830,SA11AI_317419505,2020-10-05,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174826830,SA11AI_258595734,2020-06-21,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174826830,SA11AI_282502752,2020-08-22,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174826830,SA11AI_326552009,2020-10-15,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174887322,SA11AI_279105868,2020-08-16,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174887322,SA11AI_279106560,2020-08-16,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174919437,SA11AI_342597461,2020-10-31,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174919437,SA11AI_342596277,2020-10-31,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174919437,SA11AI_282620619,2020-08-22,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174934171,SA11AI_206896994,2020-02-07,25,Earmarked for BERNIE 2020 (C00696948)
LALDC174979719,SA11AI_263126948,2020-07-03,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174990358,SA11AI_233560970,2020-05-10,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174990358,SA11AI_344866712,2020-11-02,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174990358,SA11AI_228529337,2020-04-20,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174990358,SA11AI_259992498,2020-06-25,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174990358,SA11AI_238546311,2020-05-30,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174994664,SA11AI_285183510,2020-08-28,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC430633655,SA11AI_332759288,2020-10-22,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC430633655,SA11AI_284886552,2020-08-27,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC440803569,SA11AI_332872883,2020-10-22,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC486513413,SA11AI_276147150,2020-08-11,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506023064,SA11AI_268629809,2020-07-23,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506023064,SA11AI_231655608,2020-05-02,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537039305,SA11AI_276752634,2020-08-12,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537039305,SA11AI_322018272,2020-10-11,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537043758,SA11AI_276058808,2020-08-11,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537056642,SA11AI_281620169,2020-08-20,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582464391,SA11AI_319053454,2020-10-07,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582464391,SA11AI_274410272,2020-08-07,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582464391,SA11AI_344809145,2020-11-02,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656249,SA11AI_324586637,2020-10-14,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656249,SA11AI_277838562,2020-08-14,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656249,SA11AI_199839303,2020-01-14,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656249,SA11AI_255823021,2020-06-14,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656249,SA11AI_234383156,2020-05-14,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656249,SA11AI_265932374,2020-07-14,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656249,SA11AI_209002697,2020-02-14,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174656249,SA11AI_226794957,2020-04-14,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174681052,SA11AI_285565557,2020-08-28,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174726977,SA11AI_261340677,2020-06-29,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174726977,SA11AI_314183222,2020-10-01,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174751842,SA11AI_336065023,2020-10-26,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174772859,SA11AI_275668759,2020-08-11,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174772859,SA11AI_266066795,2020-07-14,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174772859,SA11AI_338781633,2020-10-28,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174772859,SA11AI_330566074,2020-10-20,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174795937,SA11AI_278768244,2020-08-15,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174795937,SA11AI_341919882,2020-10-31,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174795937,SA11AI_282455148,2020-08-22,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174795937,SA11AI_321163273,2020-10-10,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174795937,SA11AI_285959566,2020-08-29,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174795937,SA11AI_334091612,2020-10-24,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174795937,SA11AI_315544014,2020-10-03,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174795937,SA11AI_327791408,2020-10-17,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174796963,SA11AI_335437011,2020-10-25,12.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174811244,SA11AI_252317682,2020-06-07,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174816084,SA11AI_280486457,2020-08-19,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174819312,SA11AI_335451922,2020-10-25,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
