lalvoterid,zip,age,gender,religion,ethnicity
LALDC409302711,20019,52,M,Protestant,Likely African-American
LALDC409302876,20019,33,F,,Likely African-American
LALDC409303818,20002,39,F,,European
LALDC409308735,20016,31,F,,European
LALDC409310350,20005,64,M,,European
LALDC409316735,20002,42,M,,Likely African-American
LALDC409317563,20020,29,M,,Likely African-American
LALDC409322877,20007,30,F,Jewish,
LALDC409322938,20011,80,F,,Likely African-American
LALDC409324402,20020,44,F,,Likely African-American
LALDC409326537,20010,35,M,,East and South Asian
LALDC409330407,20019,44,M,,Likely African-American
LALDC409335879,20003,40,M,,European
LALDC409341702,20015,28,F,,European
LALDC409341801,20018,28,M,,Likely African-American
LALDC409344614,20019,38,F,,Likely African-American
LALDC409348532,20007,62,M,Buddhist,East and South Asian
LALDC430633283,20011,62,F,,European
LALDC430634760,20011,34,F,,
LALDC440800870,20019,61,M,,Likely African-American
LALDC440801706,20019,37,M,,Likely African-American
LALDC440803459,20009,65,M,,European
LALDC455568538,20016,32,M,,European
LALDC455577767,20019,50,F,,Likely African-American
LALDC455578975,20016,38,F,Jewish,European
LALDC455580812,20008,56,M,Protestant,European
LALDC455581132,20003,38,M,Protestant,European
LALDC455583254,20011,30,M,,Hispanic and Portuguese
LALDC455584982,20011,44,M,,European
LALDC455585210,20019,25,F,,Likely African-American
LALDC455586480,20015,75,F,Jewish,European
LALDC471467082,20007,31,F,,East and South Asian
LALDC475449649,20003,42,F,,Likely African-American
LALDC596416973,20011,64,M,,Likely African-American
LALDC596419763,20011,32,M,,Likely African-American
LALDC596420145,20011,36,M,,Likely African-American
LALDC596421800,20007,30,M,,European
LALDC596421840,20008,25,,,European
LALDC596423883,20002,45,M,,European
LALDC611046097,20015,45,F,,European
LALDC611047144,20020,54,F,,Likely African-American
LALDC611051937,20008,57,M,,Hispanic and Portuguese
LALDC611052210,20011,30,M,,European
LALDC611055608,20010,36,F,,Likely African-American
LALDC611057878,20003,54,M,,European
LALDC611058689,20001,57,M,,European
LALDC611058810,20009,58,F,,
LALDC611060750,20019,46,F,,Likely African-American
LALDC611061254,20016,59,F,,Hispanic and Portuguese
LALDC611064533,20037,23,F,,European
LALDC611065761,20032,26,M,,Likely African-American
LALDC611066756,20001,41,F,,Likely African-American
LALDC611076106,20010,26,M,,European
LALDC611076301,20016,57,M,,East and South Asian
LALDC611077448,20001,26,F,,Likely African-American
LALDC630229447,20019,58,M,Jewish,
LALDC630229495,20016,45,F,,Other
LALDC630230921,20002,48,M,,Hispanic and Portuguese
LALDC630231174,20009,31,F,,Likely African-American
LALDC630234358,20032,57,F,,Likely African-American
LALDC630234711,20002,31,M,,Likely African-American
LALDC630239050,20009,41,F,,European
LALDC630239380,20011,63,F,,Likely African-American
LALDC630239507,20005,32,M,,European
LALDC630239682,20009,48,M,,European
LALDC630241355,20011,35,M,,East and South Asian
LALDC641949816,20020,33,M,,Likely African-American
LALDC641951519,20020,35,M,,Likely African-American
LALDC641951637,20009,71,M,Protestant,European
LALDC641953510,20015,55,F,,Hispanic and Portuguese
LALDC641954035,20020,26,F,,Likely African-American
LALDC641955214,20016,57,M,,European
LALDC641955535,20032,21,F,,Likely African-American
LALDC641955627,20001,42,F,,European
LALDC641956294,20007,21,F,,European
LALDC641959814,20003,27,M,,Hispanic and Portuguese
LALDC641960679,20016,25,M,,Hispanic and Portuguese
LALDC641962144,20005,35,M,,European
LALDC641965625,20016,75,F,,European
LALDC641966894,20001,32,F,,European
LALDC174602497,20020,95,F,Protestant,Likely African-American
LALDC174604580,20002,87,M,Protestant,Likely African-American
LALDC174604802,20019,81,F,,Likely African-American
LALDC174609118,20007,78,F,Protestant,European
LALDC174610066,20017,85,F,,Likely African-American
LALDC174616718,20001,80,F,,Likely African-American
LALDC174620777,20032,81,F,Protestant,Likely African-American
LALDC174625028,20003,84,M,Jewish,European
LALDC174628869,20011,77,M,Protestant,Likely African-American
LALDC174630629,20001,37,F,,Likely African-American
LALDC174631953,20011,61,F,,European
LALDC174634683,20020,60,M,Protestant,Likely African-American
LALDC174636090,20011,66,M,,Likely African-American
LALDC174637155,20019,72,F,,Likely African-American
LALDC174637449,20019,67,F,Protestant,Likely African-American
LALDC174641267,20002,80,F,Protestant,Likely African-American
LALDC174641620,20019,64,F,,Likely African-American
LALDC174644025,20001,65,M,,Likely African-American
LALDC174645427,20032,76,F,Protestant,Likely African-American
LALDC174646873,20009,86,F,Catholic,Hispanic and Portuguese
LALDC174651383,20019,57,F,,Likely African-American
LALDC174654181,20019,74,F,,Likely African-American
LALDC174656221,20032,55,F,,Likely African-American
LALDC174656857,20003,71,M,,Likely African-American
LALDC174660494,20002,59,M,Protestant,European
LALDC174666620,20019,81,F,Protestant,Likely African-American
LALDC174666659,20019,89,F,,Likely African-American
LALDC174668257,20015,59,F,Protestant,European
LALDC174668908,20018,50,F,Catholic,Hispanic and Portuguese
LALDC174673335,20007,71,M,Protestant,European
LALDC174679630,20032,74,M,,Likely African-American
LALDC174688226,20020,81,F,Protestant,Likely African-American
LALDC174692821,20024,61,M,Protestant,Likely African-American
LALDC174693840,20020,82,F,Protestant,Likely African-American
LALDC174695990,20019,71,F,Protestant,Likely African-American
LALDC174696123,20011,71,F,Protestant,Likely African-American
LALDC174702979,20016,60,F,Catholic,European
LALDC174710566,20002,64,F,,Likely African-American
LALDC174711801,20005,59,F,Protestant,Likely African-American
LALDC174723041,20017,80,F,Protestant,Likely African-American
LALDC174734082,20001,50,M,,Likely African-American
LALDC174734914,20020,69,M,Protestant,Likely African-American
LALDC174737574,20003,79,M,Protestant,European
LALDC174737710,20008,64,M,,European
LALDC174742929,20019,52,F,,Likely African-American
LALDC174749328,20011,59,M,,European
LALDC174749480,20020,43,M,,Likely African-American
LALDC174753339,20011,66,F,Protestant,Likely African-American
LALDC174755449,20001,56,M,,European
LALDC174759146,20002,63,F,,Likely African-American
LALDC174762706,20032,57,F,Protestant,Likely African-American
LALDC174765669,20001,63,M,,European
LALDC174766256,20032,77,F,Protestant,Likely African-American
LALDC174773653,20036,51,F,Jewish,European
LALDC174775477,20016,61,M,Catholic,European
LALDC174775875,20019,42,F,Protestant,Likely African-American
LALDC174777579,20037,62,F,Catholic,European
LALDC174779488,20037,60,F,Catholic,European
LALDC174785155,20002,54,F,Protestant,European
LALDC174785907,20019,45,M,,Likely African-American
LALDC174790678,20010,74,M,Protestant,European
LALDC174796578,20008,51,M,Protestant,European
LALDC174797405,20008,34,F,,Likely African-American
LALDC174802097,20011,48,F,,Likely African-American
LALDC174809150,20032,66,M,Protestant,Likely African-American
LALDC174812866,20015,65,M,Protestant,European
LALDC174816119,20003,44,M,,Hispanic and Portuguese
LALDC174825502,20009,42,M,,European
LALDC174827336,20001,43,M,Protestant,European
LALDC174837326,20002,58,M,,Likely African-American
LALDC174844551,20016,72,F,Christian,
LALDC174848651,20003,49,F,,
LALDC174848786,20002,39,M,,Likely African-American
LALDC174849921,20011,36,M,Protestant,Likely African-American
LALDC174851000,20024,37,M,Protestant,Likely African-American
LALDC174854798,20010,53,M,,European
LALDC174855854,20020,35,M,,Likely African-American
LALDC174858918,20011,47,F,Protestant,Likely African-American
LALDC174864250,20003,46,M,Catholic,European
LALDC174865273,20002,40,M,,European
LALDC174867568,20019,38,F,,Likely African-American
LALDC174869788,20018,43,M,,Likely African-American
LALDC174870164,20002,44,F,Protestant,
LALDC174888547,20019,51,F,,Likely African-American
LALDC174894162,20001,45,F,Protestant,European
LALDC174899115,20008,43,M,,European
LALDC174900647,20016,58,M,Catholic,European
LALDC174905990,20001,52,M,Protestant,Likely African-American
LALDC596423714,20019,20,M,,Hispanic and Portuguese
LALDC596423807,20003,60,M,,European
LALDC596424350,20007,64,M,,European
LALDC611046558,20012,42,M,,Likely African-American
LALDC611050344,20002,50,M,,European
LALDC611051964,20007,38,M,Jewish,
LALDC611057978,20020,63,M,,Likely African-American
LALDC611058858,20001,34,M,,European
LALDC611059995,20012,74,F,,East and South Asian
LALDC611070509,20011,33,F,,European
LALDC611071018,20001,37,F,,
LALDC611071070,20009,53,M,,European
LALDC611071115,20002,34,F,,Likely African-American
LALDC611072032,20019,31,M,,Likely African-American
LALDC611072764,20009,46,M,,European
LALDC611074534,20001,49,M,,Hispanic and Portuguese
LALDC611075451,20008,38,F,,European
LALDC611075966,20024,39,F,,European
LALDC611077585,20002,38,F,,Likely African-American
LALDC611077746,20011,53,M,,Hispanic and Portuguese
LALDC611078190,20016,31,F,,European
LALDC630228167,20011,42,M,,Hispanic and Portuguese
LALDC630228518,20012,28,M,,Likely African-American
LALDC630230213,20003,37,F,,Other
LALDC630232880,20020,28,M,,Likely African-American
LALDC630235520,20011,71,F,,Likely African-American
LALDC630236187,20032,57,F,,Likely African-American
LALDC630237959,20016,36,M,,European
LALDC630238891,20001,52,M,,Likely African-American
LALDC641952207,20011,50,F,,Hispanic and Portuguese
LALDC641957923,20012,50,M,,Likely African-American
LALDC641960779,20018,52,F,,Likely African-American
LALDC641960803,20009,40,M,,Likely African-American
LALDC641961709,20007,33,F,,European
LALDC641964813,20012,51,F,Jewish,Other
LALDC641965023,20009,46,M,,European
LALDC641965986,20011,27,F,,Hispanic and Portuguese
LALDC641966841,20011,36,M,,European
LALDC641966938,20015,49,M,,East and South Asian
LALDC174906361,20020,38,M,,Likely African-American
LALDC174920774,20016,80,M,Catholic,European
LALDC174922380,20020,33,F,Protestant,Likely African-American
LALDC174929525,20011,41,M,,Likely African-American
LALDC174932339,20002,44,M,,
LALDC174936957,20002,44,M,,European
LALDC174939261,20002,33,M,Jewish,European
LALDC174939495,20032,35,M,,Likely African-American
LALDC174940610,20016,44,M,,Other
LALDC174944827,20002,51,M,Islamic,Likely African-American
LALDC174948782,20002,70,M,,Likely African-American
LALDC174956787,20002,35,,,European
LALDC174963444,20012,46,M,Protestant,Likely African-American
LALDC174967776,20019,30,M,,Likely African-American
LALDC174969145,20002,54,F,Buddhist,Likely African-American
LALDC174972219,20036,42,M,,European
LALDC174977042,20020,30,M,Protestant,Likely African-American
LALDC174980340,20011,28,F,,Likely African-American
LALDC174982596,20017,44,M,,Likely African-American
LALDC174983964,20003,31,M,,European
LALDC174991754,20032,37,M,,Likely African-American
LALDC174992709,20032,32,F,Protestant,Likely African-American
LALDC174995446,20019,34,M,,Likely African-American
LALDC175004242,20018,38,M,,Hispanic and Portuguese
LALDC175007979,20017,30,M,,Likely African-American
LALDC175011357,20009,47,M,Catholic,Hispanic and Portuguese
LALDC175013440,20015,42,M,,East and South Asian
LALDC175013994,20036,37,F,,European
LALDC175020991,20016,36,F,,European
LALDC175022497,20001,54,M,,Likely African-American
LALDC175022947,20001,37,F,,Likely African-American
LALDC175023019,20020,66,F,,Likely African-American
LALDC175025244,20015,40,M,Protestant,European
LALDC175025815,20019,34,F,,European
LALDC175041936,20009,33,F,,European
LALDC175042736,20020,32,F,,Likely African-American
LALDC175046202,20003,35,F,Protestant,European
LALDC175049201,20019,38,F,,Likely African-American
LALDC175049210,20018,51,,Protestant,Likely African-American
LALDC175050876,20002,40,M,Jewish,
LALDC175059524,20024,72,M,,Likely African-American
LALDC409307073,20032,77,F,,Likely African-American
LALDC409307939,20002,35,F,,Likely African-American
LALDC409314677,20020,57,M,,Likely African-American
LALDC409328473,20008,45,M,Protestant,European
LALDC409329165,20008,75,F,,European
LALDC409329969,20019,71,M,,Likely African-American
LALDC409331444,20008,56,F,,Hispanic and Portuguese
LALDC409333187,20009,50,F,Catholic,European
LALDC409335025,20009,50,F,,European
LALDC409336120,20003,81,M,Catholic,Hispanic and Portuguese
LALDC409337547,20020,28,M,,Likely African-American
LALDC409341283,20032,28,F,,Likely African-American
LALDC409346088,20001,37,M,,
LALDC430634044,20019,27,F,,Likely African-American
LALDC440798458,20002,50,F,,Likely African-American
LALDC455562450,20032,50,F,Protestant,Likely African-American
LALDC455562632,20001,30,M,,Likely African-American
LALDC455563843,20024,68,F,Protestant,Likely African-American
LALDC455564089,20001,58,F,Protestant,Likely African-American
LALDC455565124,20020,43,M,,Likely African-American
LALDC455568246,20011,97,M,,Likely African-American
LALDC455570395,20002,57,M,,Likely African-American
LALDC455576852,20016,50,M,Protestant,European
LALDC455576992,20019,34,M,,Likely African-American
LALDC455577846,20002,38,F,,European
LALDC455578110,20008,41,M,,European
LALDC455580342,20019,67,F,Protestant,Likely African-American
LALDC455581000,20020,69,M,,Likely African-American
LALDC455583007,20020,35,M,,Likely African-American
LALDC471467779,20020,30,M,,Likely African-American
LALDC471469522,20010,33,F,Jewish,
LALDC471472564,20003,64,F,,European
LALDC471476166,20007,85,F,,Hispanic and Portuguese
LALDC471478729,20003,49,F,,Hispanic and Portuguese
LALDC475451524,20018,34,F,,Likely African-American
LALDC475455594,20017,28,F,,Likely African-American
LALDC475456602,20037,66,F,Jewish,European
LALDC475456702,20010,32,M,,European
LALDC475456848,20011,24,,,Likely African-American
LALDC475457350,20010,36,M,,European
LALDC475458667,20024,34,F,,European
LALDC486512883,20007,71,F,Protestant,European
LALDC486513798,20018,49,F,Jewish,
LALDC486516730,20011,49,M,,Hispanic and Portuguese
LALDC486517907,20032,61,M,,Likely African-American
LALDC486518173,20019,49,F,,Likely African-American
LALDC486519087,20012,32,M,,Likely African-American
LALDC486519229,20009,39,M,,European
LALDC486519443,20010,32,M,,European
LALDC486522464,20001,76,F,Hindu,East and South Asian
LALDC486524018,20010,52,M,,European
LALDC475450363,20009,33,M,,European
LALDC475450657,20009,34,F,,European
LALDC475452774,20020,68,F,Protestant,Likely African-American
LALDC475456269,20011,59,M,,Likely African-American
LALDC475457092,20009,38,M,,European
LALDC486515580,20009,32,M,,European
LALDC486523479,20002,35,F,,Likely African-American
LALDC486527590,20005,64,F,,European
LALDC486531527,20032,26,F,,Likely African-American
LALDC505984874,20032,24,,,Likely African-American
LALDC505987289,20016,38,F,,European
LALDC505992077,20002,51,M,Protestant,Likely African-American
LALDC505994775,20002,42,F,,Hispanic and Portuguese
LALDC505996742,20017,36,M,,European
LALDC506001287,20052,49,F,,European
LALDC506001934,20019,36,M,,Likely African-American
LALDC506005800,20011,48,F,,Likely African-American
LALDC506007075,20011,39,M,,Likely African-American
LALDC506007384,20009,60,F,,European
LALDC506011629,20024,40,F,,Likely African-American
LALDC506012844,20032,52,M,,Likely African-American
LALDC506020248,20002,49,M,,Hispanic and Portuguese
LALDC506022421,20016,56,M,Protestant,European
LALDC506023970,20019,51,F,Protestant,Likely African-American
LALDC506026824,20019,25,F,,Likely African-American
LALDC506027557,20002,43,M,,European
LALDC506029614,20017,25,M,,European
LALDC506029821,20008,38,F,,Likely African-American
LALDC519086506,20002,28,F,,European
LALDC519086749,20009,63,M,,Other
LALDC519087885,20002,35,F,,Likely African-American
LALDC519093946,20002,40,F,,European
LALDC537045089,20009,32,M,,European
LALDC537045721,20017,27,F,Jewish,
LALDC537053038,20003,28,F,,European
LALDC537057172,20007,59,M,,Other
LALDC548079773,20001,37,F,,Likely African-American
LALDC548081883,20002,47,F,,Likely African-American
LALDC548083953,20011,55,M,Protestant,Likely African-American
LALDC548085320,20019,40,F,,Likely African-American
LALDC548085443,20024,23,M,,European
LALDC548086524,20011,47,F,,Hispanic and Portuguese
LALDC548088200,20020,58,M,,Likely African-American
LALDC548090397,20001,32,M,,Hispanic and Portuguese
LALDC548094273,20002,45,F,Protestant,European
LALDC548094733,20003,42,F,,Hispanic and Portuguese
LALDC548098980,20002,55,F,,Hispanic and Portuguese
LALDC551183837,20036,41,F,Jewish,
LALDC551185625,20001,28,M,,European
LALDC551186410,20019,22,M,,Likely African-American
LALDC551188113,20001,30,M,,European
LALDC551188611,20032,63,M,,European
LALDC551191423,20036,36,M,Jewish,European
LALDC551192094,20009,30,F,,
LALDC551194489,20024,34,F,,Likely African-American
LALDC551199089,20036,56,F,,East and South Asian
LALDC551200166,20011,27,M,,Likely African-American
LALDC551205765,20037,67,M,,European
LALDC551207579,20020,45,F,,Likely African-American
LALDC563346368,20011,56,F,,Likely African-American
LALDC563348441,20002,21,F,,Likely African-American
LALDC563350425,20009,43,M,,Hispanic and Portuguese
LALDC563355978,20016,35,F,,European
LALDC563357762,20010,28,M,Jewish,
LALDC563358626,20011,37,M,,Hispanic and Portuguese
LALDC582457198,20019,57,F,,Likely African-American
LALDC582458887,20015,58,M,,European
LALDC582460261,20020,23,F,,Likely African-American
LALDC582461118,20017,40,M,,Likely African-American
LALDC582461594,20019,50,F,,Likely African-American
LALDC582462252,20024,27,M,,European
LALDC582463552,20003,61,M,Jewish,
LALDC582464261,20003,29,M,,European
LALDC582465029,20003,34,F,,Likely African-American
LALDC582465303,20003,36,F,,Hispanic and Portuguese
LALDC582467375,20018,22,M,,Likely African-American
LALDC582474011,20011,35,M,,Hispanic and Portuguese
LALDC582474563,20012,39,F,,European
LALDC582477152,20005,44,F,,Other
LALDC582479349,20015,35,M,,
LALDC582479407,20001,61,M,,European
LALDC582480827,20003,28,M,,European
LALDC582482910,20005,62,M,,Likely African-American
LALDC582483052,20005,34,M,,European
LALDC582483182,20001,32,M,,Other
LALDC593245897,20019,27,M,,Likely African-American
LALDC593245910,20011,22,M,,Likely African-American
LALDC593247319,20009,27,M,,
LALDC593249274,20018,32,F,,European
LALDC593250208,20002,53,M,,Likely African-American
LALDC593250428,20024,27,M,Jewish,European
LALDC593251910,20002,28,F,,Likely African-American
LALDC593253989,20002,29,F,,Other
LALDC593255621,20010,29,F,,European
LALDC596417041,20009,83,F,Protestant,European
LALDC596420172,20018,48,F,,Likely African-American
LALDC596421414,20002,36,F,,Likely African-American
LALDC596423312,20002,35,F,Protestant,European
LALDC596423927,20018,40,F,,Likely African-American
LALDC611049048,20024,60,M,,
LALDC611050550,20032,49,F,,Likely African-American
LALDC611050836,20010,45,F,Protestant,European
LALDC611051013,20007,72,F,,European
LALDC611051123,20019,36,M,,European
LALDC611054161,20018,29,F,,European
LALDC611055218,20001,36,F,,Likely African-American
LALDC611056380,20001,33,M,,European
LALDC611057329,20007,46,M,,Likely African-American
LALDC611058614,20009,31,F,,European
LALDC611061655,20010,46,M,,Hispanic and Portuguese
LALDC611064054,20037,28,F,,East and South Asian
LALDC611064738,20018,62,M,,Likely African-American
LALDC611068077,20011,42,M,,Hispanic and Portuguese
LALDC611068549,20009,31,M,,
LALDC611069146,20003,29,F,,European
LALDC611069321,20002,47,M,,Likely African-American
LALDC611077086,20020,89,F,Catholic,Likely African-American
LALDC630230272,20007,61,F,,European
LALDC630231157,20019,68,F,,Likely African-American
LALDC630231327,20011,65,F,,Hispanic and Portuguese
LALDC630231919,20019,36,F,,Likely African-American
LALDC630232190,20009,32,M,,European
LALDC630239207,20010,26,F,,Hispanic and Portuguese
LALDC630241032,20009,44,M,,East and South Asian
LALDC630241472,20009,49,M,,European
LALDC630241913,20002,24,F,,Likely African-American
LALDC641953895,20018,47,M,,
LALDC641955436,20005,36,M,Jewish,
LALDC641955639,20003,53,F,,European
LALDC641957122,20019,73,M,Jewish,
LALDC641957522,20036,51,M,,European
LALDC641959537,20002,42,F,,Likely African-American
LALDC641960958,20018,38,F,Protestant,Likely African-American
LALDC641963159,20010,26,M,,East and South Asian
LALDC641963931,20019,31,M,,Likely African-American
LALDC641964522,20009,40,F,,European
LALDC641967232,20019,26,,,Likely African-American
LALDC486525015,20001,60,M,,European
LALDC486531389,20009,32,M,Jewish,
LALDC505987525,20020,56,F,,European
LALDC505989186,20007,40,M,Protestant,European
LALDC505996670,20010,52,F,,European
LALDC505999554,20019,24,F,,Likely African-American
LALDC505999562,20016,50,F,Protestant,European
LALDC506000597,20011,24,,,Likely African-American
LALDC506003867,20003,30,M,,European
LALDC506005738,20005,25,F,,Likely African-American
LALDC506008076,20019,64,F,,Likely African-American
LALDC506017004,20016,52,F,Catholic,European
LALDC506019848,20002,34,F,Jewish,
LALDC506021126,20010,36,F,,Hispanic and Portuguese
LALDC506024682,20017,27,M,,Likely African-American
LALDC506026606,20032,34,F,,European
LALDC519090873,20020,28,F,,Likely African-American
LALDC519095590,20017,57,F,,Likely African-American
LALDC537038658,20032,59,M,,Likely African-American
LALDC537040407,20019,36,F,,Likely African-American
LALDC537045617,20009,73,M,,European
LALDC537048041,20016,70,F,,Other
LALDC537048176,20020,56,M,,Hispanic and Portuguese
LALDC537048503,20003,60,F,,Likely African-American
LALDC537050941,20001,32,M,,European
LALDC537051141,20019,30,F,,Likely African-American
LALDC537052177,20018,35,M,,Likely African-American
LALDC537053877,20002,24,M,,European
LALDC537055664,20016,37,M,,European
LALDC537056865,20002,42,M,,Likely African-American
LALDC537057454,20020,46,M,,Likely African-American
LALDC548082387,20020,42,F,Protestant,Likely African-American
LALDC548082488,20009,35,M,,
LALDC548084053,20011,31,F,,Likely African-American
LALDC548086046,20032,33,M,,Likely African-American
LALDC548087213,20008,33,F,,European
LALDC548090264,20011,24,F,,Likely African-American
LALDC548093097,20003,40,F,,Likely African-American
LALDC548099499,20016,51,M,,Hispanic and Portuguese
LALDC548100040,20001,30,F,,Likely African-American
LALDC551181535,20024,51,M,Protestant,Likely African-American
LALDC551182650,20001,57,F,,Likely African-American
LALDC551187247,20015,43,M,,Likely African-American
LALDC551190563,20005,46,F,,Likely African-American
LALDC551204868,20002,49,M,,
LALDC563348662,20003,42,F,,East and South Asian
LALDC563352055,20012,38,F,Jewish,
LALDC563353742,20001,45,F,,Likely African-American
LALDC563356577,20009,40,F,,European
LALDC563356823,20011,68,M,Jewish,European
LALDC582456947,20017,57,F,Protestant,Likely African-American
LALDC582458256,20020,65,M,,Likely African-American
LALDC582459402,20016,37,F,,
LALDC582460401,20016,34,M,,Other
LALDC582465152,20001,30,F,,European
LALDC582468816,20001,47,M,,East and South Asian
LALDC582470149,20001,46,M,,European
LALDC582472629,20011,58,F,,East and South Asian
LALDC582473568,20009,32,F,,European
LALDC582479339,20020,28,F,,Likely African-American
LALDC582479737,20009,58,F,,Likely African-American
LALDC582479786,20001,63,F,,Other
LALDC582481878,20019,40,F,,Likely African-American
LALDC593246787,20011,57,F,,Likely African-American
LALDC593247902,20002,55,,Protestant,Likely African-American
LALDC593249454,20010,60,F,Protestant,European
LALDC593255540,20024,67,F,,European
LALDC596419437,20011,36,F,,Likely African-American
LALDC596420046,20009,33,M,,European
LALDC596420079,20011,73,F,,Likely African-American
LALDC596421554,20009,31,F,,Likely African-American
LALDC596421950,20020,23,F,,Likely African-American
LALDC596424070,20011,59,F,,European
LALDC596424344,20008,41,M,Jewish,
LALDC611047733,20005,30,,,Likely African-American
LALDC611048449,20008,38,,,Likely African-American
LALDC611051390,20007,31,F,,
LALDC611051799,20002,20,M,,Likely African-American
LALDC611051959,20016,45,M,Jewish,
LALDC611057883,20001,47,F,,European
LALDC611058866,20001,31,M,,European
LALDC611058912,20010,42,M,,East and South Asian
LALDC611060097,20008,32,F,Jewish,
LALDC611060189,20002,43,F,,Other
LALDC611062363,20002,29,F,,European
LALDC611063072,20005,52,M,,European
LALDC611064039,20007,30,F,,European
LALDC611065153,20001,37,F,,Hispanic and Portuguese
LALDC611069921,20032,36,F,,Likely African-American
LALDC611073560,20007,29,M,,
LALDC611075181,20037,67,F,,European
LALDC611077418,20005,44,M,,European
LALDC630228760,20007,41,F,,European
LALDC630228912,20016,68,F,,European
LALDC630235069,20001,49,M,,
LALDC630235371,20009,47,F,,European
LALDC630236464,20002,39,M,Jewish,
LALDC630236863,20001,32,M,,East and South Asian
LALDC630239309,20001,52,M,,Likely African-American
LALDC630240469,20003,28,F,,European
LALDC630240899,20001,33,F,,European
LALDC641952269,20002,50,F,,European
LALDC641953420,20003,28,F,,Hispanic and Portuguese
LALDC641954865,20003,34,F,Jewish,European
LALDC641956367,20008,67,F,,European
LALDC641956984,20003,61,F,,Likely African-American
LALDC641956998,20002,34,F,,European
LALDC641960821,20001,27,M,,European
LALDC641962652,20032,41,F,,Likely African-American
LALDC641963087,20002,39,M,,European
LALDC641965375,20010,28,F,,European
LALDC174603386,20017,95,F,Christian,Likely African-American
LALDC174610954,20018,82,F,Protestant,Likely African-American
LALDC174613819,20015,84,F,Protestant,European
LALDC174616933,20018,79,F,Protestant,Likely African-American
LALDC174620258,20018,98,F,,Likely African-American
LALDC174620441,20019,73,F,Protestant,Likely African-American
LALDC174621251,20009,70,F,Protestant,European
LALDC174624198,20018,70,F,Protestant,Likely African-American
LALDC174626809,20019,76,M,Protestant,Likely African-American
LALDC174628620,20016,60,F,,European
LALDC174632016,20009,71,M,Jewish,European
LALDC174634425,20019,66,M,Jewish,
LALDC174636020,20011,79,M,Protestant,Likely African-American
LALDC174637008,20002,85,F,Protestant,Likely African-American
LALDC174638461,20008,73,F,Catholic,European
LALDC174639223,20007,71,M,,European
LALDC174640314,20024,65,F,,Likely African-American
LALDC174641161,20019,80,F,Protestant,Likely African-American
LALDC174645281,20020,63,F,Protestant,Likely African-American
LALDC174651586,20019,66,F,Protestant,Likely African-American
LALDC174653360,20018,71,F,Jewish,
LALDC174653474,20008,66,M,Catholic,European
LALDC174653523,20002,68,M,Catholic,European
LALDC174654241,20011,69,F,Protestant,Likely African-American
LALDC174655402,20008,83,M,Protestant,European
LALDC174661284,20002,67,M,Protestant,Likely African-American
LALDC174663395,20011,70,F,,Likely African-American
LALDC174665968,20015,62,F,Jewish,East and South Asian
LALDC174667435,20001,60,F,Protestant,European
LALDC174674036,20016,49,F,Catholic,European
LALDC174675787,20020,67,M,Protestant,Likely African-American
LALDC174678685,20024,56,M,Protestant,Likely African-American
LALDC174679094,20018,54,F,,Likely African-American
LALDC174680301,20012,62,F,,Likely African-American
LALDC174680698,20001,58,F,Protestant,European
LALDC174683402,20020,63,,,Likely African-American
LALDC174690351,20007,60,F,Protestant,European
LALDC174691340,20010,95,F,Protestant,Likely African-American
LALDC174692848,20019,87,M,,Likely African-American
LALDC174692997,20001,57,F,,Likely African-American
LALDC174698325,20032,65,M,Protestant,Likely African-American
LALDC174700064,20032,58,F,,Likely African-American
LALDC174705985,20032,69,M,Protestant,Likely African-American
LALDC174706702,20007,51,F,,European
LALDC174706801,20020,57,F,Protestant,Likely African-American
LALDC174708098,20011,72,M,,Likely African-American
LALDC174710092,20008,82,M,Protestant,European
LALDC174712567,20032,73,M,,Likely African-American
LALDC174713342,20009,36,F,,European
LALDC174719413,20032,60,M,Protestant,Likely African-American
LALDC174719463,20032,58,F,,Likely African-American
LALDC174721405,20002,51,F,Protestant,Likely African-American
LALDC174722384,20012,56,M,Protestant,Hispanic and Portuguese
LALDC174722958,20016,59,F,Jewish,
LALDC174728137,20020,31,F,Protestant,Likely African-American
LALDC174731675,20002,59,F,,Likely African-American
LALDC174731857,20011,46,F,Protestant,Likely African-American
LALDC174731995,20020,63,F,Protestant,Likely African-American
LALDC174733240,20015,58,M,Catholic,European
LALDC174734759,20015,88,M,Catholic,Hispanic and Portuguese
LALDC174741850,20008,67,F,Protestant,European
LALDC174742325,20008,80,M,Protestant,European
LALDC174743900,20011,57,F,Protestant,Likely African-American
LALDC174746530,20011,50,F,,Likely African-American
LALDC174749010,20002,44,M,Protestant,Likely African-American
LALDC174750729,20008,62,M,Catholic,Hispanic and Portuguese
LALDC174752162,20011,50,F,Protestant,Likely African-American
LALDC174752176,20012,66,,Protestant,Likely African-American
LALDC174757003,20002,60,M,,European
LALDC174776283,20032,77,F,Protestant,Likely African-American
LALDC174778926,20008,51,F,Catholic,European
LALDC174780187,20016,86,M,Protestant,European
LALDC174788981,20019,48,,Protestant,Likely African-American
LALDC174793676,20002,45,F,Protestant,European
LALDC174795541,20001,51,M,,European
LALDC174801352,20002,40,F,Protestant,Likely African-American
LALDC174805603,20005,47,M,,East and South Asian
LALDC174807574,20008,79,F,Catholic,European
LALDC174808812,20011,46,M,,Likely African-American
LALDC174809714,20019,67,F,,Likely African-American
